Mother Prompt,Child Response,Raw Score,Extracted Score
a juice cup ?,yeah .,4,4.0
Fifi party invitations .,look there's no .,2,2.0
show me how that works ?,okay .,2,2.0
oh you don't really need .,i do .,2,2.0
"you've got lots of animals here , haven't you ?",what's that ?,1,1.0
oh you didn't want .,it just went round and round .,3,3.0
do you want me to move your hair out your face ?,yeah .,4,4.0
no it's not .,yes it is .,2,2.0
sugar in meat ?,yes .,2,2.0
you're sitting on it .,yeah .,3,3.0
they can't come to a messy house !,they can't .,2,2.0
how old are you now ?,three .,4,4.0
"have you finished eating crisps and things now , Thomas ?",yes .,3,3.0
what color is Edward ?,brown .,4,4.0
is there a roundabout at the park ?,yeah .,3,3.0
why don't you keep them out here ?,yeah .,1,1.0
what's this round here ?,huh ?,1,1.0
Lofty and Wendy join the crew .,whistle ?,2,2.0
now do the other one .,this .,2,2.0
oh that's nice .,oh a baby one .,3,3.0
we were just talking about dolphins .,sharks .  sharks .,2,2.0
what does it look like to you ?,a policeman .,3,3.0
no it's not t .,a cow .,3,3.0
I'm not surprised he has won a cup .,it's not his cup .,2,2.0
what are you doing ?,i .,0,0.0
can you talk yet ?,yeah .,4,4.0
"said “rise and shine , Helen” .",are you open ?,2,2.0
what kind of cake is it ?,it's chocolate .,4,4.0
that's a good idea .,no .,2,2.0
what's this one ?,a moon .,3,3.0
is that yellow .,no .,2,2.0
you like both ?,yes .,3,3.0
there you go Dada .,dada dada dada .,2,2.0
there's loads of people in here .,people in this .,2,2.0
what does Mr Lion say ?,roar .,4,4.0
yup we did take that home you're right .,huh ?,1,1.0
have a good sip of this water because your throat seems a bit sore .,well it's only a little sore .,3,3.0
you can sit over here .,it doesn't stay .,3,3.0
how about sloppy joes for dinner tonight ?,no .,2,2.0
"right , Helen .",what ?,2,2.0
and does the lady say here's your change ?,yes .,4,4.0
is that better .,yeah .,4,4.0
and I couldn't see one .,i want it .,2,2.0
that's a screwdriver .,oh .,3,3.0
and Mrs Noah is a lady .,grandma .  grandma .,3,3.0
do you remember what they call that ?,a fire guy .,3,3.0
okay well let's .,right there .,2,2.0
"Eleanor , what have you had for your breakfast ?",no .,0,0.0
no it isn't that would be too sweet .,yes it is .,1,1.0
what do you call that ?,a carpenter .,4,4.0
and the elephant's carrying a bit of fence .,where's giraffe ?,2,2.0
maybe we can find a little doll carriage for your birthday .,okay .,3,3.0
what else do we need ?,"more, grapes .",3,3.0
I don't know .,no .,2,2.0
what's the other one ?,that tomato .,3,3.0
but look at what-what color hair does this baby have ?,purple .,3,3.0
both the horsies .,both of them .,4,4.0
and then what happened ?,then he fell into the water .,3,3.0
little bit of a big baby .,"come on , mummy .",2,2.0
"he can eat the grass the other side now , can't he ?",he can eat grass on grass .,3,3.0
let's find a king .,yeah .,3,3.0
any book that doesn't make lots of noise .,that doesn't make any noise .,3,3.0
no I just have to hold them ?,just have to hold them .,2,2.0
a daddy's feeding the baby ?,yes .,4,4.0
if you keep squeezing .,i want something to be .,2,2.0
who's your favorite aunty ?,my auntie .,2,2.0
and who's that ?,etfra know .,2,2.0
and it wasn't windy .,it was .,2,2.0
"Mummy had to go to work on the first day back , didn't she ?",mhm .,2,2.0
do you not want to play with Jeannine's toys anymore ?,yeah .,3,3.0
where's your comb ?,right there .,4,4.0
you want him to drive the car now .,mummy .,2,2.0
is she climbing up the worktop ?,yes .,4,4.0
"I bet, and whose birthday is it ?",", harry .",2,2.0
the fun book .,fun book .,2,2.0
you put air .,you put mine there .. for .,2,2.0
I come over there ?,yeah .,3,3.0
or did Name lose them ?,he lose them .,3,3.0
you're in charge of me .,yeah .,3,3.0
"wash your face , Helen .",i don't want to do it .,2,2.0
"you're not hungry , yet are you ?",me juice .,2,2.0
well are we going to play with your digger and your cars then ?,no .,2,2.0
what are you doing ?,what is it ?,2,2.0
bring your table .,okay .,4,4.0
I know what we need what we forgot about .,what we forget .,2,2.0
shall we put these on ?,yeah .,4,4.0
to the park ?,yeah .,4,4.0
some of them don't come off .,oh yeah .,3,3.0
"oh, whoops, Jilly !",mommy ?,3,3.0
and then I'm going to have some of these lovely little mandarin oranges .,yeah .,3,3.0
you the bicycle and Purdie .,yeah .,3,3.0
to make it look like buttons on a shirt .,yeah .,3,3.0
is she on a bed ?,yeah .,4,4.0
what am I going to do with you ?,you can't have no more .,2,2.0
yeah just a little bit .,okay .,3,3.0
Thomas brought it ?,hm hm .,2,2.0
well either you choose or I give you something and then you've got to sit and eat it .,okay .,3,3.0
"oh I love you , Thomas .",a the bear coming !,3,3.0
your chips on fire something like that ?,yes .,3,3.0
what did you have for breakfast ?,some orange juice .,3,3.0
there you go .,it's that way .,3,3.0
Dora goes in a rocket .,yeah .,3,3.0
"they're butterflies , darling .",butterflies .,4,4.0
that's what he says .,that's it .,2,2.0
it doesn't matter if I borrow it .,it it it .  ?,2,2.0
when I come right out when the table .,i want to wash my hands .,2,2.0
more train fall ?,train going .,3,3.0
want me to get rid of the tape ?,and then come out of the bathroom .,3,3.0
Donna hit you and Ann Marie with the broom ?,huh ?,2,2.0
Ellie do I ever say yes to eating more butter .,i i i done i .,2,2.0
"because you've got lots of potatoes , haven't you ?",mhm .,3,3.0
you made the handbag .,handbag .,3,3.0
shall I mend the back ?,yeah .,3,3.0
I don't know what he's called .,yeah .,2,2.0
what do you mean ?,i got it .,3,3.0
let's get some people .,people ?,2,2.0
vroom vroom vroom .,that car .,4,4.0
need a drink .,thank you .,2,2.0
you sit on the chair and I'll get all the bits out .,i want to sit on that .,3,3.0
you want to go on that plane ?,yeah .,4,4.0
that's what sorry ?,when does it hurt ?,2,2.0
not that fits that .,this one .,2,2.0
"are you going to nursery today , Helen ?",i don't want to now .,2,2.0
do you hold hands ?,no i can't .,2,2.0
is your voice alright ?,yeah .,3,3.0
anything about remembering about North Dakota ?,nope .,2,2.0
Purdie looks nice and relaxed .,i put it back in there .,1,1.0
do you know any other french song ?,no .,1,1.0
are these called the long necks ?,that's how they stand up .,4,4.0
Adam will stay tonight too .,what's that ?,2,2.0
oh look at that .,mhm .,2,2.0
that one's pink .,that one not working .,2,2.0
is your bedroom all tidy now ?,yeah .,3,3.0
did you drink it all ?,drinking .,2,2.0
what does the octopus have ?,he's a little kid !,1,1.0
you can't do it ?,oh the hair .  body .  body thing,2,2.0
can you see them ?,yeah .,4,4.0
what color is this ?,brown .,4,4.0
think he can hear his watch ?,yeah .,3,3.0
building a road .,building a road .,3,3.0
oh my five days ?,yeah five days .,3,3.0
are you going to bounce ?,yeah .,4,4.0
don't play with that .,oh dear .,3,3.0
who lives in the dessert ?,stingo's house .,1,1.0
look at this dolly .,this is very hard to get off .,3,3.0
because it's making my head hurt .,and .,2,2.0
let's open the door and let her out .,hello .,1,1.0
I don't mind if you talk now .,"hello , mummy .",3,3.0
she can pull the wagon .,yeah .,3,3.0
that's the green legs .,two legs ?,2,2.0
"oh , Fwww .",naughty boy .,1,1.0
hold on Sis huh www .,wait wait wait wait .,3,3.0
by the icecream love .,icecream .,3,3.0
what a big rider is .,"here big, big ride .",3,3.0
and I said we would well you would .,stop .,2,2.0
"you were laughing but we weren't , were we ?",yeah .,3,3.0
yes we did that on Friday .,yeah .,3,3.0
well what do you think it is tweeting outside ?,sound like a dog .,2,2.0
you want to get back here ?,yes .,4,4.0
they look like shorts on you now .,what this ?,2,2.0
I made them a new bed over here .,can you do it now ?,2,2.0
may I top it ?,it's awful .,1,1.0
she's got lipstick too .,just like eleanor .,3,3.0
it says Beth is a goose .,no it doesn't .,2,2.0
we were wondering something about why she had given it to you right ?,uh huh .,2,2.0
no d is for what ?,your name .,2,2.0
that's not the Mom ?,that a little block .,2,2.0
here yare now .,here yare .,4,4.0
I've put one red one .,there you go .,3,3.0
more brown on there .,it's not all finished .,4,4.0
that's no good .,"mummy , i want to get in here now .",2,2.0
you have to have two little pieces .,i want it .,2,2.0
are you sleepy ?,yes .,4,4.0
that's for later ?,put on the fire .,1,1.0
I think he probably has .,the baby does not want eat that .,2,2.0
so that's what they swim with .,i can't open this .,2,2.0
is it a water boat ?,yeah .,4,4.0
they won't pinch them .,i don't like that .,3,3.0
"did you miss me , Helen ?",yeah .,3,3.0
it's all done ?,i want to get some more crackers .,2,2.0
"but did you know in some places, that the, that kids deliver the newspapers ?",yeah .,3,3.0
can you fix it ?,yup .,4,4.0
look at that .,going .,2,2.0
is that your mirror ?,yeah .,3,3.0
and what color is this choo choo train ?,blue .,4,4.0
don't know where she's going .,bigbird .,2,2.0
do you need the toilet ?,yeah .,4,4.0
is he hungry ?,yeah .,3,3.0
I wasn't listening .,oh dear .,3,3.0
and what's that ?,a bus .,4,4.0
now it's suppertime potato .,yeah .,3,3.0
I think so .,that's a seat .,2,2.0
do you feel as if you've done a good days work in the garden ?,yeah .,3,3.0
will that help .,it's very hard to put back .,2,2.0
from pussy cats to put round Purdie's neck .,your big snake my harvette is going .,1,1.0
you want to plant it there ?,yeah .,4,4.0
and what do they do when you put milk on them ?,trick me .,1,1.0
would you like to color it which felt temp .,yeah .,3,3.0
six oh two .,three billy goats .,2,2.0
I think you put it the wrong way .,that way .,3,3.0
are you alright ?,yeah .,3,3.0
they're your toys Ex what is it ?,trainman .,3,3.0
do you see the bottles down in there with juice ?,yeah .,4,4.0
can you help make them walk together ?,yeah .,3,3.0
what flavor is that one going to be .,strawberry .,4,4.0
it's our patio door .,oh .,3,3.0
ah I'm all done with your nose now .,mum .,2,2.0
do you not want Auntie Lwww to pick you up ?,auntie lwww .,3,3.0
oops a daisy .,"mummy , i need to put this somewhere safe because there's a wasp here .",3,3.0
you say it neat .,me .,3,3.0
"regular phone , so .",hi !,2,2.0
vousfra mefra aimezfra .,a boiled frozen dada .,1,1.0
he's eating a piece of food .,yeah .,2,2.0
where's that one going now ?,that one go .,1,1.0
that's a big fire engine right ?,yeah .,3,3.0
Mummy make a tunnel .,yeah .,2,2.0
let me see if I can have a quick look .,oh .,3,3.0
what do we do in the summertime ?,get in line .,2,2.0
put it in the bin later .,what that noise ?,2,2.0
well the little shorthand notepad .,the little one like that .,3,3.0
stick insect that's a cricket .,what's that ?,2,2.0
what noise does a pig make ?,whoo .,2,2.0
can you see ?,yeah .,4,4.0
I don't know .,it's a book ?,2,2.0
you think of a nice name and we'll call that pussy cat whatever you want .,yeah .,2,2.0
ever so careful with scissors .,have my scissors .,2,2.0
"that's good thought he didn't even lose anything form his pack , from his boat .",yeah .,3,3.0
you won't be able to get him out because that's what the picture is of .,yeah .,2,2.0
but he was still hungry .,three .,2,2.0
what color are they ?,red .,4,4.0
oh it's fallen off .,please let me do it again .,3,3.0
yes it does .,look .,2,2.0
you want Lwww to go away ?,yeah .,3,3.0
you've got three ?,yeah .,3,3.0
I think it's supposed to be a big wooly sheep .,yeah .,3,3.0
is this yours ?,yeah .,4,4.0
not on Monday .,he ate through .,2,2.0
did that work ?,yeah that did it .,4,4.0
do you like mashed potato ?,yeah .,3,3.0
is he going up and down the ladder ?,no .,2,2.0
yeah he can use the phone .,say dingaling .,1,1.0
good old Kathy .,i need it .,2,2.0
it took Robin a long time .,here you are .,2,2.0
so don't touch it .,why ?,3,3.0
it could be his side view .,"yeah, he he got the hat .",3,3.0
you know when Daddy comes home we're going to go to the pub today for our tea .,and mummy .,3,3.0
it was this morning that .,no it wasn't .,2,2.0
who is scary .,me am !,3,3.0
looks to me as if the red ones go on like that .,but i got a pink one .,2,2.0
she is a big girl .,yeah .,3,3.0
that's very good .,this boat .,2,2.0
what else you see ?,i don't know .,2,2.0
have you been on a boat ?,yeah .,3,3.0
and where's the yellow one ?,there .,2,2.0
yeah you had some green grapes and some red grapes didn't you ?,mhm .,3,3.0
"well what is this reason , Pat ?",a school bus .,3,3.0
eat the pie altogether ?,turkey pie .,3,3.0
you're attention span's done ?,yeah .,2,2.0
I'm making them a farm .,yeah .,3,3.0
it doesn't fit there .,yeah .,2,2.0
it's not a nice day .,but i want to go to different houses .,2,2.0
I certainly hope it doesn't run away .,please may you .,2,2.0
at helping Mummy anyway .,yeah .,2,2.0
that's somebody you know .,here's a thing .,2,2.0
and we're going to have some dinner with them .,i want to go to get some .,3,3.0
don't push me put of the way .,mummy .,2,2.0
oh that's Mummy .,and that's daddy .,4,4.0
oh well I do do it .,i know .,4,4.0
is there milk in there because that's what baby's like to drink ?,drink .,3,3.0
he's got silly eyes .,what for ?,3,3.0
what about his foot ?,yeah .,2,2.0
Molly's after Ellie's hat .,i'm not eating .,1,1.0
shall we go and get Jwww ?,is jwww in our school ?,2,2.0
looks like a .,"look , mummy , look .",3,3.0
what are you doing ?,i doing the animal one .,2,2.0
I'll get it for you .,get it for me .,3,3.0
what do you say ?,thank you .,4,4.0
get the whistle .,not the whistle .,2,2.0
I will says Caitlin .,it's milk .,2,2.0
you're going to put that one away ?,yeah .,3,3.0
they go in the basket .,the baby go in here .,3,3.0
you mind those little bits .,there you go .,3,3.0
you stay here .,no .,2,2.0
what sort of flowers do we see outside ?,daffodils .,4,4.0
yes I saw you tore that off your wall .,ups a daisy .,1,1.0
has it fallen ?,mhm .,2,2.0
this is cute .,i don't .,2,2.0
are we doing these jigsaws ?,yeah .,4,4.0
what are the wheels doing ?,a bus .,2,2.0
we could steal some ?,yeah .,3,3.0
